trial_name,trial_id,subject_id,scenario,label_id,num_samples,sampling_rate_hz
trial_000219,219,SUBJ_011,finger_tap,0,471,200
trial_000220,220,SUBJ_012,fist_clench,1,1298,200
trial_000221,221,SUBJ_012,fist_clench,1,1298,200
trial_000222,222,SUBJ_012,fist_clench,1,1298,200
trial_000223,223,SUBJ_012,fist_clench,1,1298,200
trial_000224,224,SUBJ_012,fist_clench,1,1298,200
trial_000225,225,SUBJ_012,pinch_precision,2,1298,200
trial_000226,226,SUBJ_012,pinch_precision,2,1298,200
trial_000227,227,SUBJ_012,pinch_precision,2,1298,200
trial_000228,228,SUBJ_012,pinch_precision,2,1298,200
trial_000229,229,SUBJ_012,pinch_precision,2,1298,200
trial_000230,230,SUBJ_012,wrist_rotation_wave,3,1298,200
trial_000231,231,SUBJ_012,wrist_rotation_wave,3,1298,200
trial_000232,232,SUBJ_012,wrist_rotation_wave,3,1298,200
trial_000233,233,SUBJ_012,wrist_rotation_wave,3,1298,200
trial_000234,234,SUBJ_012,wrist_rotation_wave,3,1298,200
trial_000235,235,SUBJ_012,finger_tap,0,519,200
trial_000236,236,SUBJ_012,finger_tap,0,519,200
trial_000237,237,SUBJ_012,finger_tap,0,519,200
trial_000238,238,SUBJ_012,finger_tap,0,519,200
trial_000239,239,SUBJ_012,finger_tap,0,519,200
trial_000240,240,SUBJ_013,fist_clench,1,868,200
trial_000241,241,SUBJ_013,fist_clench,1,868,200
trial_000242,242,SUBJ_013,fist_clench,1,868,200
trial_000243,243,SUBJ_013,fist_clench,1,868,200
trial_000244,244,SUBJ_013,fist_clench,1,868,200
trial_000245,245,SUBJ_013,pinch_precision,2,868,200
trial_000246,246,SUBJ_013,pinch_precision,2,868,200
trial_000247,247,SUBJ_013,pinch_precision,2,868,200
trial_000248,248,SUBJ_013,pinch_precision,2,868,200
trial_000249,249,SUBJ_013,pinch_precision,2,868,200
trial_000250,250,SUBJ_013,wrist_rotation_wave,3,868,200
trial_000251,251,SUBJ_013,wrist_rotation_wave,3,868,200
trial_000252,252,SUBJ_013,wrist_rotation_wave,3,868,200
trial_000253,253,SUBJ_013,wrist_rotation_wave,3,868,200
trial_000254,254,SUBJ_013,wrist_rotation_wave,3,868,200
trial_000255,255,SUBJ_013,finger_tap,0,348,200
trial_000256,256,SUBJ_013,finger_tap,0,348,200
trial_000257,257,SUBJ_013,finger_tap,0,348,200
trial_000258,258,SUBJ_013,finger_tap,0,348,200
trial_000259,259,SUBJ_013,finger_tap,0,348,200
trial_000260,260,SUBJ_014,fist_clench,1,1199,200
trial_000261,261,SUBJ_014,fist_clench,1,1199,200
trial_000262,262,SUBJ_014,fist_clench,1,1199,200
trial_000263,263,SUBJ_014,fist_clench,1,1199,200
trial_000264,264,SUBJ_014,fist_clench,1,1199,200
trial_000265,265,SUBJ_014,pinch_precision,2,1199,200
trial_000266,266,SUBJ_014,pinch_precision,2,1199,200
trial_000267,267,SUBJ_014,pinch_precision,2,1199,200
trial_000268,268,SUBJ_014,pinch_precision,2,1199,200
trial_000269,269,SUBJ_014,pinch_precision,2,1199,200
trial_000270,270,SUBJ_014,wrist_rotation_wave,3,1199,200
trial_000271,271,SUBJ_014,wrist_rotation_wave,3,1199,200
trial_000272,272,SUBJ_014,wrist_rotation_wave,3,1199,200
trial_000273,273,SUBJ_014,wrist_rotation_wave,3,1199,200
trial_000274,274,SUBJ_014,wrist_rotation_wave,3,1199,200
trial_000275,275,SUBJ_014,finger_tap,0,480,200
trial_000276,276,SUBJ_014,finger_tap,0,480,200
trial_000277,277,SUBJ_014,finger_tap,0,480,200
trial_000278,278,SUBJ_014,finger_tap,0,480,200
trial_000279,279,SUBJ_014,finger_tap,0,480,200
trial_000280,280,SUBJ_015,fist_clench,1,1098,200
trial_000281,281,SUBJ_015,fist_clench,1,1098,200
trial_000282,282,SUBJ_015,fist_clench,1,1098,200
trial_000283,283,SUBJ_015,fist_clench,1,1098,200
trial_000284,284,SUBJ_015,fist_clench,1,1098,200
trial_000285,285,SUBJ_015,pinch_precision,2,1098,200
trial_000286,286,SUBJ_015,pinch_precision,2,1098,200
trial_000287,287,SUBJ_015,pinch_precision,2,1098,200
trial_000288,288,SUBJ_015,pinch_precision,2,1098,200
trial_000289,289,SUBJ_015,pinch_precision,2,1098,200
trial_000290,290,SUBJ_015,wrist_rotation_wave,3,1098,200
trial_000291,291,SUBJ_015,wrist_rotation_wave,3,1098,200
trial_000292,292,SUBJ_015,wrist_rotation_wave,3,1098,200
trial_000293,293,SUBJ_015,wrist_rotation_wave,3,1098,200
trial_000294,294,SUBJ_015,wrist_rotation_wave,3,1098,200
trial_000295,295,SUBJ_015,finger_tap,0,439,200
trial_000296,296,SUBJ_015,finger_tap,0,439,200
trial_000297,297,SUBJ_015,finger_tap,0,439,200
trial_000298,298,SUBJ_015,finger_tap,0,439,200
trial_000299,299,SUBJ_015,finger_tap,0,439,200
trial_000300,300,SUBJ_016,fist_clench,1,901,200
trial_000301,301,SUBJ_016,fist_clench,1,901,200
trial_000302,302,SUBJ_016,fist_clench,1,901,200
trial_000303,303,SUBJ_016,fist_clench,1,901,200
trial_000304,304,SUBJ_016,fist_clench,1,901,200
trial_000305,305,SUBJ_016,pinch_precision,2,901,200
trial_000306,306,SUBJ_016,pinch_precision,2,901,200
trial_000307,307,SUBJ_016,pinch_precision,2,901,200
trial_000308,308,SUBJ_016,pinch_precision,2,901,200
trial_000309,309,SUBJ_016,pinch_precision,2,901,200
trial_000310,310,SUBJ_016,wrist_rotation_wave,3,901,200
trial_000311,311,SUBJ_016,wrist_rotation_wave,3,901,200
trial_000312,312,SUBJ_016,wrist_rotation_wave,3,901,200
trial_000313,313,SUBJ_016,wrist_rotation_wave,3,901,200
trial_000314,314,SUBJ_016,wrist_rotation_wave,3,901,200
trial_000315,315,SUBJ_016,finger_tap,0,361,200
trial_000316,316,SUBJ_016,finger_tap,0,361,200
trial_000317,317,SUBJ_016,finger_tap,0,361,200
trial_000318,318,SUBJ_016,finger_tap,0,361,200
trial_000319,319,SUBJ_016,finger_tap,0,361,200
trial_000320,320,SUBJ_017,fist_clench,1,1222,200
trial_000321,321,SUBJ_017,fist_clench,1,1222,200
trial_000322,322,SUBJ_017,fist_clench,1,1222,200
trial_000323,323,SUBJ_017,fist_clench,1,1222,200
trial_000324,324,SUBJ_017,fist_clench,1,1222,200
trial_000325,325,SUBJ_017,pinch_precision,2,1222,200
trial_000326,326,SUBJ_017,pinch_precision,2,1222,200
trial_000327,327,SUBJ_017,pinch_precision,2,1222,200
trial_000328,328,SUBJ_017,pinch_precision,2,1222,200
trial_000329,329,SUBJ_017,pinch_precision,2,1222,200
trial_000330,330,SUBJ_017,wrist_rotation_wave,3,1222,200
trial_000331,331,SUBJ_017,wrist_rotation_wave,3,1222,200
trial_000332,332,SUBJ_017,wrist_rotation_wave,3,1222,200
trial_000333,333,SUBJ_017,wrist_rotation_wave,3,1222,200
trial_000334,334,SUBJ_017,wrist_rotation_wave,3,1222,200
trial_000335,335,SUBJ_017,finger_tap,0,489,200
trial_000336,336,SUBJ_017,finger_tap,0,489,200
trial_000337,337,SUBJ_017,finger_tap,0,489,200
trial_000338,338,SUBJ_017,finger_tap,0,489,200
trial_000339,339,SUBJ_017,finger_tap,0,489,200
trial_000340,340,SUBJ_018,fist_clench,1,1272,200
trial_000341,341,SUBJ_018,fist_clench,1,1272,200
trial_000342,342,SUBJ_018,fist_clench,1,1272,200
trial_000343,343,SUBJ_018,fist_clench,1,1272,200
trial_000344,344,SUBJ_018,fist_clench,1,1272,200
trial_000345,345,SUBJ_018,pinch_precision,2,1272,200
trial_000346,346,SUBJ_018,pinch_precision,2,1272,200
trial_000347,347,SUBJ_018,pinch_precision,2,1272,200
trial_000348,348,SUBJ_018,pinch_precision,2,1272,200
trial_000349,349,SUBJ_018,pinch_precision,2,1272,200
trial_000350,350,SUBJ_018,wrist_rotation_wave,3,1272,200
trial_000351,351,SUBJ_018,wrist_rotation_wave,3,1272,200
trial_000352,352,SUBJ_018,wrist_rotation_wave,3,1272,200
trial_000353,353,SUBJ_018,wrist_rotation_wave,3,1272,200
trial_000354,354,SUBJ_018,wrist_rotation_wave,3,1272,200
trial_000355,355,SUBJ_018,finger_tap,0,509,200
trial_000356,356,SUBJ_018,finger_tap,0,509,200
trial_000357,357,SUBJ_018,finger_tap,0,509,200
trial_000358,358,SUBJ_018,finger_tap,0,509,200
trial_000359,359,SUBJ_018,finger_tap,0,509,200
trial_000360,360,SUBJ_019,fist_clench,1,1246,200
trial_000361,361,SUBJ_019,fist_clench,1,1246,200
trial_000362,362,SUBJ_019,fist_clench,1,1246,200
trial_000363,363,SUBJ_019,fist_clench,1,1246,200
trial_000364,364,SUBJ_019,fist_clench,1,1246,200
trial_000365,365,SUBJ_019,pinch_precision,2,1246,200
trial_000366,366,SUBJ_019,pinch_precision,2,1246,200
trial_000367,367,SUBJ_019,pinch_precision,2,1246,200
trial_000368,368,SUBJ_019,pinch_precision,2,1246,200
trial_000369,369,SUBJ_019,pinch_precision,2,1246,200
trial_000370,370,SUBJ_019,wrist_rotation_wave,3,1246,200
trial_000371,371,SUBJ_019,wrist_rotation_wave,3,1246,200
trial_000372,372,SUBJ_019,wrist_rotation_wave,3,1246,200
trial_000373,373,SUBJ_019,wrist_rotation_wave,3,1246,200
trial_000374,374,SUBJ_019,wrist_rotation_wave,3,1246,200
trial_000375,375,SUBJ_019,finger_tap,0,499,200
trial_000376,376,SUBJ_019,finger_tap,0,499,200
trial_000377,377,SUBJ_019,finger_tap,0,499,200
trial_000378,378,SUBJ_019,finger_tap,0,499,200
trial_000379,379,SUBJ_019,finger_tap,0,499,200
trial_000380,380,SUBJ_020,fist_clench,1,1011,200
trial_000381,381,SUBJ_020,fist_clench,1,1011,200
trial_000382,382,SUBJ_020,fist_clench,1,1011,200
trial_000383,383,SUBJ_020,fist_clench,1,1011,200
trial_000384,384,SUBJ_020,fist_clench,1,1011,200
trial_000385,385,SUBJ_020,pinch_precision,2,1011,200
trial_000386,386,SUBJ_020,pinch_precision,2,1011,200
trial_000387,387,SUBJ_020,pinch_precision,2,1011,200
trial_000388,388,SUBJ_020,pinch_precision,2,1011,200
trial_000389,389,SUBJ_020,pinch_precision,2,1011,200
trial_000390,390,SUBJ_020,wrist_rotation_wave,3,1011,200
trial_000391,391,SUBJ_020,wrist_rotation_wave,3,1011,200
trial_000392,392,SUBJ_020,wrist_rotation_wave,3,1011,200
trial_000393,393,SUBJ_020,wrist_rotation_wave,3,1011,200
trial_000394,394,SUBJ_020,wrist_rotation_wave,3,1011,200
trial_000395,395,SUBJ_020,finger_tap,0,405,200
trial_000396,396,SUBJ_020,finger_tap,0,405,200
trial_000397,397,SUBJ_020,finger_tap,0,405,200
trial_000398,398,SUBJ_020,finger_tap,0,405,200
trial_000399,399,SUBJ_020,finger_tap,0,405,200
